,TW_NO,USER_NAME,TW_TIME,TW_TEXT,FAV,RT
17,1515551652744294404,brat0528,2022-04-17 13:44:06+00:00,ナイス 【読書メーターのキャンペーンに応募しました】心温まる感動の物語！柊サナカ『天国からの宅配便』を10名様にプレゼント！応募締め切りは2022年4月21日(木)正午です。詳細はこちら→ ht… → https://t.co/51rymn7peT #bookmeter,0,0
18,1515551605805891589,brat0528,2022-04-17 13:43:55+00:00,ナイス 【読書メーターのキャンペーンに応募しました】心温まる感動の物語！柊サナカ『天国からの宅配便』を10名様にプレゼント！応募締め切りは2022年4月21日(木)正午です。詳細はこちら→ ht… → https://t.co/lAWnMmOfS8 #bookmeter,0,0
19,1515551428814979073,Smart_Toss_PPT,2022-04-17 13:43:12+00:00,アルル「ご主人様、今日の正午からクロールクシティにてドラマの収録がありますけれど、お時間は大丈夫なのですか？」,0,0
20,1515551204524576769,afilo39,2022-04-17 13:42:19+00:00,圧倒的最安値に挑戦中！シャープ加湿空気清浄機KC-30T6【あす楽】正午までのご注文で即日発送可！【送料無料】プラズマクラスター7000搭載2018年最新モデルhttps://t.co/bLcdGd7f6F,0,0
21,1515550585038446595,TOWER_NUchaya,2022-04-17 13:39:51+00:00,【#TREASURE】「THE SECOND STEP : CHAPTER ONE」に封入されているシリアルアクセスコードの応募期間は明日(4/18(月))の正午まで⏰⚡️当店では、シリアル封入の【初回仕様】で全形態ご用意… https://t.co/SK1XiqxpvA,0,0
22,1515550345342111745,Cornelius_Koh,2022-04-17 13:38:54+00:00,シャニマスPカップ正午までってことをすっかり失念してた勢,0,0
23,1515549609753714692,SuperDuperKEY,2022-04-17 13:35:59+00:00,本日は氷点下の気温となりましたが 予報では今後氷点下は無いようなので 寒冷紗外し ポール片付け 草引き 重石片付けを正午までやってまして もぅ疲れてる疲れ過ぎて頭痛も時折育成中はピン挿し成功の為、青🚆がおりますが出掛けない… https://t.co/MiMnBSfQjS,0,0
24,1515549200729010181,yuri_kako_pika,2022-04-17 13:34:21+00:00,デボラリップマンPositive Spring〜淡いカラーで新しい毎日を〜4月20日正午まで❤️ポリッシュ50% OFFジェルラボプロ20%OFFイースターイベントは18日12:00迄です！詳しくは… https://t.co/eQtWY0xBf1,8,1
25,1515549036723736577,telebisan,2022-04-17 13:33:42+00:00,平日正午枠の視聴率(1999/4/23)午後は○○おもいッきりテレビ(日テレ) 10.8%マダムんむん(TBS) 2.0%笑っていいとも!(フジ)　8.9%ワイド!スクランブル(テレ朝)　5.6%,0,0
26,1515549018952151045,1mytime,2022-04-17 13:33:38+00:00,正午って昼の12時のことだよね？(混乱)もうないよねと思いつつタップしたらまだ見れる…！裏話してくれるのすごい嬉しい🤭,2,0
27,1515548925419147273,PhilPrimer,2022-04-17 13:33:16+00:00,4月17日の正午前後、フィリピン🇵🇭マカティ🏙のミニ動画集です😊曇りで少し雨もまじる天気ですが、大人も子供も、動物🐱も、連休最後の１日をゆったり過ごしていますね✊🏻✨✨ https://t.co/51sTCwebsf,4,0
28,1515548811355389960,telebisan,2022-04-17 13:32:48+00:00,平日正午枠の視聴率(1999/4/22)午後は○○おもいッきりテレビ(日テレ) 10.6%マダムんむん(TBS) 1.3%笑っていいとも!(フジ)　11.0%ワイド!スクランブル(テレ朝)　4.6%,0,0
29,1515548675686412289,telebisan,2022-04-17 13:32:16+00:00,平日正午枠の視聴率(1999/4/21)午後は○○おもいッきりテレビ(日テレ) 10.5%マダムんむん(TBS) 2.5%笑っていいとも!(フジ)　9.7%ワイド!スクランブル(テレ朝)　5.7%,0,0
30,1515548535080763397,telebisan,2022-04-17 13:31:42+00:00,平日正午枠の視聴率(1999/4/20)午後は○○おもいッきりテレビ(日テレ) 10.0%マダムんむん(TBS) 1.9%笑っていいとも!(フジ)　8.7%ワイド!スクランブル(テレ朝)　4.4%,0,0
31,1515548255006105600,telebisan,2022-04-17 13:30:36+00:00,平日正午枠の視聴率(1999/4/19)午後は○○おもいッきりテレビ(日テレ) 12.8%マダムんむん(TBS) 3.5%笑っていいとも!(フジ)　10.2%ワイド!スクランブル(テレ朝)　4.7%,0,0
32,1515548110826934276,proustmemobot,2022-04-17 13:30:01+00:00,ふと、小道の砂の上に、正午にしか咲かない、この上もなく美しい花のように、みごとな着こなしで、時間がおそくても、ゆるやかな足どりで、スワン夫人があらわれるのであった、いつでもちがった衣装を身のまわりに花咲かせていたが、いまも思いだされるのはとくにそのモーヴ色である、,0,0
33,1515547877673926656,kakeratta,2022-04-17 13:29:06+00:00,アニダム配信は最速だと翌日正午なんですね。日曜日だしのんびり見れていいな～と一話の振り返り。白老のとこはやっぱりしんみりするしなんなら初回よりも目頭にきたかも。,0,0
34,1515547087772868609,mitochon_drion,2022-04-17 13:25:57+00:00,アゾフ大隊をだまし討ちすれば、ロシア側のネオナチを壊滅させた格好のニュースになる。信用できない相手に降伏するのは大変悩ましい事だろう＞現地時間の17日午前6時、日本時間の正午以降、武装を解除し…ロシア マリウポリ守備のウク… https://t.co/tkkqvk7LPV,0,0
35,1515546143249231872,treasurebonbon,2022-04-17 13:22:12+00:00,明日の正午までに解決しないよなあ😭,0,0
36,1515545944879943682,otokutrip,2022-04-17 13:21:25+00:00,🗾サッポロ割🗾明日4/18(月)正午〜予約開始❗️明日はホテル公式のほか、近ツーとHISがオンライン予約開始⭕️他のOTAも販売スケジュール分かり次第お知らせします。https://t.co/zGDYR8BgnL… https://t.co/M72JBoPWAX,1,0
37,1515545750952099841,runekoutoyotacp,2022-04-17 13:20:39+00:00,ただいまメンテナンス中です😔19日正午よりできるようになる予定ですのでしばらくお待ちくださいませ✨ #Peing #質問箱 https://t.co/HBFTUhqagZ,0,0
38,1515545710871007237,totoro_gunso,2022-04-17 13:20:29+00:00,正午ごろ、スマホ配車からお客様をお乗せしたところ、狭い道から切り返す際に、後方のミラーにぶつけてしまいました。幸いなことにけが人はなし。現場検証も終わり、本日は強制帰庫となりました。,0,0
39,1515545609037807619,reirui1202,2022-04-17 13:20:05+00:00,昨日の1時に｢12時間後には課題が終わっています｣と宣言して正午過ぎに終わらせたので有言実行の女,0,0
40,1515545062658084870,Fubuki_N_Neon,2022-04-17 13:17:55+00:00,しかも正午回ってる…？え？,0,0
41,1515544137139093506,ko_neta,2022-04-17 13:14:14+00:00,【これから先の #ねじパ 予定】4月29.30日(金祝・土)実演販売／#カラスヤマ手作り市＠千歳烏山https://t.co/W0IHsPsWsA5月5日(木祝)　10～12時ぐらいWS／#こどもの日スペシャル＠多摩… https://t.co/Ynhmbzs8XR,0,0
42,1515543907840688130,SensorStatus,2022-04-17 13:13:19+00:00,【ピーちゃん】 正午前から約30分間の日光浴。 本日の大阪の太陽の南中高度は65.8度で8月下旬と同じです。 #インコ #セキセイインコ #鳥 #budgie #budgerigar https://t.co/VrjufsxS3M,1,0
43,1515543819269603330,ukspsjv1mWjqkin,2022-04-17 13:12:58+00:00,本日正午より一般電話予約でした。家人の協力でやっと通じ、Ｓ席を取ることが出来ました🙏ありがたい。 https://t.co/tX1w8YTRXB,2,0
44,1515543796871741441,_1744307374862,2022-04-17 13:12:53+00:00,楽天市場「ブランデー」部門おすすめ／🏆第4位🏆カルヴァドス グラン ブラー ソラージュ 700ml 並行品_あす楽平日正午迄_[リカーズベスト]_[全品ヤマト宅急便配送]お家 家飲み…＼📢レビュー: 6件(🌟5)… https://t.co/X2qjBCqpkb,0,0
45,1515543555322040323,NoujinPo,2022-04-17 13:11:55+00:00,中国電力 あす初の「出力制御」へ 太陽光発電など一時的に停止 もったいないと感じるが現状では仕方がないか四国電力も抑制しているが、正午の前後では全電力需要の90％以上を太陽光発電でまかっているその制御技術には素直にすごいと… https://t.co/VHp23A6P32,0,0
46,1515543158196744198,NEWS_JAPAN_S,2022-04-17 13:10:21+00:00,松山市議会議員選挙告示 1週間の選挙戦スタート【愛媛】 （）任期満了に伴う松山市議会議員選挙がきょう告示され、1週間の選挙戦がスタートしました。 正午現在、定数43に対し52人が立候補を届け出ています。 松山市役所ではけさから… https://t.co/3DOCUkN3M3,0,0
47,1515542958082195457,bot_yumekopi,2022-04-17 13:09:33+00:00,創太「何か冷たいものない？」正午「オーナーの視線」,0,0
48,1515542932677226497,Ludwigh_S,2022-04-17 13:09:27+00:00,人類の最高の自覚の瞬間を準備すること、人類が過去を振り返り、未来を見通して、偶然と司祭たちの支配を脱し〈なぜ？〉〈なんのために？〉という問いをはじめて全体として発する大いなる正午を準備することだ。,0,0
49,1515542311513788417,onoyasumaro,2022-04-17 13:06:59+00:00,きょうは #練馬区長選挙 #練馬区議補選 の投票日。幸いお天気ももっているので、さぞ投票率も上がっているだろうとみてみたら、正午現在6.47％…😭せっかくの大人の権利、無駄にせず使いましょう。夕方から雨になるかもだから、なるはや… https://t.co/J399Y0CzIP,4,8
50,1515542268215963651,hama2tom,2022-04-17 13:06:48+00:00,NHKの正午のニュースはこれをトップに持ってきていたが、このロシア側の声明は今後の「ウクライナ東部での激戦」に絡むあれやこれやの中での単なる１つの動きにすぎず、少なくとも大きな「ニュース」ではないと思うので、これを強調するNHKの… https://t.co/2eiVo2A1Si,1,0
51,1515541933824700420,palspective,2022-04-17 13:05:29+00:00,#しと入れて死ねと出た人は腹黒い見た人もやるんだよ正午,1,0
52,1515541630828544004,anmnnmtngi,2022-04-17 13:04:16+00:00,【手ぬぐいが届きました！】めちゃくちゃいい感じです！✨4/24(日)  正午(12:00)フォロワーさんに優先頒布（ピクスペ匿名転送利用）ふせったーのフォロワー限定でリンクを呟かせていただきます。よろしくお願いしま… https://t.co/r2XcD9yrWH,16,3
53,1515541385222713351,godspeedym,2022-04-17 13:03:18+00:00,皆さん、超おそようございます☀️😂❗️只今、令和4年4月17日（日）午後☀️写真は過去画、昨年の4月22日に参拝しました神奈川県大和市の深見神社です⛩本日もよろしくお願い致します🙇‍♀️💦昨夜はAM2:00就寝、今朝は正… https://t.co/1Dy0ArKM39,17,0
54,1515541331321384964,RNB_houdou,2022-04-17 13:03:05+00:00,#松山市議会議員選挙 がきょう告示された。松山市役所ではけさから立候補の届け出を受け付けていて各陣営の担当者がのぼりや腕章などいわゆる選挙の７つ道具を受け取っていた。正午現在、定数４３に対し５２人が立候補… https://t.co/EaHepGpWSw,7,0
55,1515541325893890048,kouchaotoko,2022-04-17 13:03:04+00:00,昼のにゃー…体温(正午ごろ現在37.1℃)以上にしんどい。,0,0
56,1515541192687353859,hide21758619,2022-04-17 13:02:32+00:00,"""ロシア マリウポリ守備のウクライナ側の部隊に降伏迫る""ロシア国防省は、ウクライナ東部の要衝マリウポリの守備にあたるウクライナ側の部隊に対して、日本時間の17日正午以降、武装を解除し降伏するよう迫った。https://t.co/kIHR2HwuDq",1,0
57,1515540794207539202,mikoto_bot9029,2022-04-17 13:00:57+00:00,13時ですね。正午をまわって１日も折り返し。頑張って下さいね。,0,0
58,1515540787672408064,ramen_jihou,2022-04-17 13:00:55+00:00,正午13時です！お昼過ぎちゃったよ、早くラーメン食べよう…！,0,0
59,1515540625147383820,b_i_k_e_y_a,2022-04-17 13:00:17+00:00,台湾時間の正午をお知らせします https://t.co/LeORobLiiL   https://t.co/2UFiphaHL7,0,0
60,1515540446667182081,xylitolsugar,2022-04-17 12:59:34+00:00,こんにちは午前中は平気でしたが、正午過ぎたら、熱が出ました38℃,3,0
61,1515540419882340355,rappo3rappo3,2022-04-17 12:59:28+00:00,悲報『お母さん、給食当番だったけど、給食着持って帰ってくるの忘れた』と、日曜の正午に言われる…,4,0
62,1515540302114680832,tettsun,2022-04-17 12:59:00+00:00,"""Let's go back to '98""からのAutomatic 😭まさにThe soundtrack to our youth宇多田ヒカルの余韻に浸る日曜正午。#Coachella",2,0
63,1515540015597572096,BotSaigai,2022-04-17 12:57:51+00:00,【NHKニュース】 #nhk_newsロシア マリウポリ守備のウクライナ側の部隊に降伏迫る:ロシア国防省は、ウクライナ東部の要衝マリウポリの守備にあたるウクライナ側の部隊に対して、日本時間の17日正午以降、武装を解除し降伏するよ… https://t.co/MsrhtFKHiC,0,0
64,1515539848936886275,CANTUS_ANIMAE,2022-04-17 12:57:12+00:00,【#CA信長個展2 詳細&amp;チケット販売】CANTUS ANIMAE 第25回演奏会『信長貴富作品展vol.2』〜賢治と祈る〜2022年6月18日(土)14:30開演※14:15よりプレトーク予定@第一生命ホールチ… https://t.co/Sy3CpyZxQb,27,11
65,1515539220214865921,KagayaYasuo,2022-04-17 12:54:42+00:00,#PEC_JT 04/17 CB無線日台伝播実験 12時27005、正午になったとたん日本語局が活発に聞こえ初めました。国分寺上空にSporadic E層発生で九州北海道の交信成功との情報が入ってきましたが、岩手局と交信できま… https://t.co/ABlGLWVGPa,3,0
66,1515539053273583616,cyt_c1891,2022-04-17 12:54:02+00:00,今日はニジマスの放流日朝からルアーで粘るも撃沈餌釣りに切り替えて正午ごろなんとか2尾ゲット https://t.co/hwYUScOI2U,3,0
67,1515538907324379139,L8A4gToA68hdUWz,2022-04-17 12:53:27+00:00,Googleで検索しても今回のサッポロ割は検索に出てこなかったりしましたが現在は サッポロ割 で検索するとトップに出てくるようです☺️明日は僕のサッポロ割で宿泊したいおすすめ🏨の3つが予約開始になります☺️ ソ… https://t.co/u6Lc5c3j7u,10,0
68,1515538613244600320,Shirogasuki_JP,2022-04-17 12:52:17+00:00,まもなく配信開始！#千田先生 と行く！日本最強で不滅の城ライブ 🏯#小田原城🏯4月17日午後1時から3時?まで※見逃し配信は4月25日（月）正午までゲスト #河合敦 さん解説　小田原城天守閣 館長の #諏訪間順 さん… https://t.co/98AxHZyA6e,8,1
69,1515538394985553928,lamblamb_info,2022-04-17 12:51:25+00:00,4月『休日フリーゲーム会』開催予定日23日(土)参加表明をいただきました！午後5時スタート午後10時終了参加費2500円当日までに正午に6名以上の予約で開催決定です開催決定前に貸切が入った場合は貸切優先です… https://t.co/odcyl5wNa7,2,0
70,1515538299087056906,Amamiya_Hinaki,2022-04-17 12:51:02+00:00,空腹で正午回ったことに気付いたので何かご飯を食べに行きます,0,0
71,1515538194078461958,y___o___ta,2022-04-17 12:50:37+00:00,は？もう正午？正気か？,0,0
72,1515538094010773511,anisondaisukiyo,2022-04-17 12:50:13+00:00,#CDTVライブライブ 明日はいよいよ3時間SP!　明日正午にタイムスケジュール発表！ちなみに今回は MCの　#江藤愛　に加え番組初の俳優サブMC #鈴木福　が初登場。テレ朝が #芦田愛菜 ちゃんなら #TBS  は福君でいかせていただきます！ 明日夜7時から3時間生放送！,0,0
73,1515537608335499271,lamblamb_info,2022-04-17 12:48:17+00:00,4月『平日フリーゲーム会』開催予定日19日(火)・26日(火)・28日(木)午後7時スタート午後10時終了参加費2000円当日までに正午に6名以上の予約で開催決定です開催決定前に貸切が入った場合は貸切優先です… https://t.co/LsEh4tQrEA,1,0
74,1515537604728745989,SE_Kikyo,2022-04-17 12:48:16+00:00,ねえ禀、「ひるほー」ってどういう意味？ え、正午の挨拶のことだって？ ああ、そういうことね。 https://t.co/9u7Zji7MJE,0,0
75,1515536602344292355,_bombay88_,2022-04-17 12:44:17+00:00,本日11時半〜正午、第2回フ。,0,0
76,1515535841828892672,Natsuneko5296,2022-04-17 12:41:16+00:00,なんでやりたいエリアが夕方とか正午なんや😢ご飯どきやねん…,0,0
77,1515534428927250442,kyarroto25,2022-04-17 12:35:39+00:00,#さーやんを瀬戸内PR部隊へ #高雄さやか #STUは生で観るのが断然可愛い ＜投票期間＞4/5(火)正午12:00～5/2(月)正午12:00までですね。投票お願いします🙇‍♂️※自分はこれしか出来ないです。 https://t.co/bbw3Qc1JaM,11,0
78,1515534254037671939,rumantschjp,2022-04-17 12:34:58+00:00,mezdi [mɛtsˈdiː] m. 正午；南,0,0
79,1515533431739879430,o364com,2022-04-17 12:31:42+00:00,本日正午の体温は36.9℃。頭痛は鎮痛剤のおかげで軽減しましたが、全身の状態は鎮痛剤を飲んでなお、じわじわと上がり続ける体温が物語っているかと。,2,0
80,1515533260428046341,mokehana_omami,2022-04-17 12:31:01+00:00,二度寝して今起きた。正午すぎてるやん。,4,0
81,1515533215955656705,Dale_K_bot,2022-04-17 12:30:50+00:00,正午を過ぎました。[12:30]https://t.co/gyn2Rnn4AT,0,0
82,1515533151019352069,nyapyy0,2022-04-17 12:30:35+00:00,正午～～♡,1,0
83,1515533096892121101,Patri_cheoil,2022-04-17 12:30:22+00:00,"【動画投稿】毎週日曜日の正午(12:00)に、ティンホイッスルのレッスン動画をYouTubeに投稿しています。4月はポルカを練習します。第2回目の今日は""Finnish Polka""2-1… https://t.co/hTh9X1DVHZ",4,0
84,1515533006500413447,flashbackj,2022-04-17 12:30:00+00:00,【告知】2022年4月18日正午スタートの春のクリエイティブ応援セールでは、150種類以上の2Dエフェクトを収録するAnimation Composer &amp; Premiere Composer専用のプリセット集、2D Specia… https://t.co/XIkUPCYQov,5,2
85,1515533004541677571,Konkatsu_San,2022-04-17 12:30:00+00:00,本日4/17(日)は正午～夜8時迄。予防対策を徹底し対応させて頂きます。SNS系、結婚情報サービス系で婚活し、進展しない女性大歓迎。 #時は待ってくれません 結婚紹介ダイアモンドサークル東京新宿… #婚活サン https://t.co/POG71dMlvk,0,0
86,1515532996551786496,sayaema2012,2022-04-17 12:29:58+00:00,本日正午、渋谷愛ビジョンさんで再び映し出されます！公式YouTubeでも見られます‼️ https://t.co/a7YGYm2OPI,3,0
87,1515532677579153414,aRnUVaWhOnCQ6f4,2022-04-17 12:28:42+00:00,#ウチの夫夫「早くご飯頂戴‼️午前中に医者行くんでしょ。早くいくんだじょ～ ☺️」午前11:40医者、正午まで。,3,0
88,1515532667193753603,31jijisama,2022-04-17 12:28:39+00:00,正午🕛️の時のボク。おやつを食べ本日もまったりTIME😸#猫のいる幸せ#まったりまったりまったりな https://t.co/OdKInpKQNZ,40,2
89,1515532664799100928,yob_i_no1248,2022-04-17 12:28:39+00:00,正午は午前中ですか？（錯乱）,0,0
90,1515532395688361987,yk3974smlv,2022-04-17 12:27:35+00:00,#FANNSTAR✅8週D-6(本日正午〆)終了⇒目標95万に対し、95. 1万票⭕⇒本日(第1〜8週D-6)累計480.9万票🔥毎日 #ATEEZ への投票をありがとうございます✨引き続き動画投票と★集め、一緒に頑… https://t.co/aKCaQJq6Zc,10,6
91,1515531952144945159,old__omurice,2022-04-17 12:25:49+00:00,ひるほー。まりてぃが正午くらいをお知らせするようです。おなかすいたな…,0,0
92,1515531878891397121,inghaco,2022-04-17 12:25:31+00:00,露ウク軍降伏求、マウイポリ事情・核兵器懸念・難民受入法案、北朝鮮新兵器実験成功、韓国次期大統領代表団訪日、学生ウク支援募金、NY避難民様子、仏大統領選、大リーグ邦人選手活躍(地方)火事、ウク人俳句展、ウク支援チャリティーヨガ、気象コロナ発音2回NHK正午のニュース,1,0
93,1515531633339744263,telpher_prj,2022-04-17 12:24:33+00:00,朝霧式ごあいさつはこれっ朝→おはるは昼→こんちるは夜→こんばるは正午→ひるは24時→よるは寝る→おやるは使ってご挨拶してくれたら嬉しいかもっ♪#朝霧てるは #定期お知らせ,0,0
94,1515531600003403779,__helloohayou,2022-04-17 12:24:25+00:00,正午からリアルタイムでDisclosureを見れる幸せ！！！サマソニで爆踊りしたの本当に楽しかった！,1,0
95,1515531404733743111,SuzuMayo,2022-04-17 12:23:38+00:00,早朝から飛ばしてた息子はカレーをモリモリ食べて正午前にコテンと寝てしまった。なんて良い子〜助かる〜,1,0
96,1515531236789276674,cocon40,2022-04-17 12:22:58+00:00,天気いいから洗車と草抜きをしようと思っているけどいつのまにか正午を過ぎました,0,0
97,1515531125858320385,JinjaToya,2022-04-17 12:22:32+00:00,4月17日  正午頃の桜です🌸コノ空でアレが飛んでたら最高ですね。 https://t.co/hNQt3OvZrE,46,3
98,1515531043037913092,crema,2022-04-17 12:22:12+00:00,慢性的な睡眠不足を解消するため、お試しで好きなだけ寝てみた。昨日の18:30から今日の正午まで、17時間半。やることもあるので仕方なく起きてみたけど、本当はまだまだ眠くて寝られそう。頭が少しスッキリした気がする。,6,0
99,1515530892197855232,kirin6770shiba,2022-04-17 12:21:36+00:00,NHK正午のニュース20分間の全国向けニュースの内容…ウクライナ、北朝鮮、仏大統領選、大リーグ国際ニュースチャンネルですか？何か隠蔽したいニュースでもあんの？これで報道機関を標榜してんの、ちゃんちゃらオカシイわ。,1,0
100,1515530709968244743,all_726,2022-04-17 12:20:53+00:00,今年度は月イチで絶対一回は有休取ろう！と思って今日仕事休んだけど、やろうと思ってることを何一つやれないまま布団の中で迎える正午…,0,0
101,1515530557102297093,hochi_boatrace,2022-04-17 12:20:16+00:00,ボートレース三国PG1  #マスターズチャンピオン 開幕まであと2日✌️オリジナル #クオカード を5名に #プレゼント1.このアカウントをフォロー2.この投稿をリツイート 🦀4月21日正午締切り🦀当せん者にはDMで… https://t.co/wZao082Cef,254,825
102,1515530502878334978,densuke0531,2022-04-17 12:20:03+00:00,起きて時計見たら正午過ぎててほへ？ってなった,2,0
103,1515530365749719045,aizuno_7392,2022-04-17 12:19:31+00:00,昼寝というか朝寝してたら、正午まわっとった。,0,0
104,1515530200787959808,TMj12m,2022-04-17 12:18:51+00:00,しかし、そこから北に八百五十キロメートルほど行ったところにあるアレクサンドリアでは、同じ夏至の日の正午に影が見えたのです。,0,0
105,1515530168655179782,ryudai_times,2022-04-17 12:18:44+00:00,こんにちは🐼🐰🐯🐴全国の皆さん正午🕛迎えました🐿午後からも頑張って行きましょう🤗宜しくお願い致します☀️🌸🦁,0,0
106,1515530145284517898,ryuudai_mix,2022-04-17 12:18:38+00:00,こんにちは🐼🐰🐯🐴全国の皆さん正午🕛迎えました🐿午後からも頑張って行きましょう🤗宜しくお願い致します☀️🌸🦁,0,0
107,1515530121498615811,ace_ryuudai,2022-04-17 12:18:32+00:00,こんにちは🐼🐰🐯🐴全国の皆さん正午🕛迎えました🐿午後からも頑張って行きましょう🤗宜しくお願い致します☀️🌸🦁,2,0
108,1515529864744300544,Gero_ika,2022-04-17 12:17:31+00:00,起きてシャワー浴びたら正午だったんだけど､何したらいいかわからないから皿洗うか,0,0
109,1515529723962531845,saitouseizi,2022-04-17 12:16:58+00:00,"株式会社・兼一プロダクションのアメリカ合衆国国籍のアメリカ人正社員マネージャー達へ！日本時間は正午12時を回ったけど・・今日は・・みんなが夫婦２人で売り込んでるタレント達に・・334,000円以上の出演料の出演オファーは入りそう… https://t.co/cYmIyNghw4",0,0
110,1515529703289159682,915_arashi_113,2022-04-17 12:16:53+00:00,正午？ #Peing #質問箱 https://t.co/joXwOSJfea,0,0
111,1515529689401794565,TheTee2020,2022-04-17 12:16:49+00:00,ゴールゼロランタンFlash付(¥4290)が16本入荷！今回も抽選販売致します(Twitter8本、LINE8本)今回は4/30〜5/6のゴールデンウィークに店頭購入可能なお客様対象です【抽選方法】Twitterはこちらの… https://t.co/ZXM1m8Sey3,3,5
